Страна,Название фильма,Год,Жанр,Рейтинг,Индекс
США,Пираты Карибского моря: На странных берегах,2011,боевик,7.6,766
США,Пираты Карибского моря: На странных берегах,2011,комедия,7.6,766
США,Пираты Карибского моря: На странных берегах,2011,приключения,7.6,766
США,Пираты Карибского моря: Проклятие черной жемчужины,2003,боевик,8.5,59
США,Пираты Карибского моря: Проклятие черной жемчужины,2003,приключения,8.5,59
США,Пираты Карибского моря: Сундук мертвеца,2006,боевик,7.9,380
США,Пираты Карибского моря: Сундук мертвеца,2006,комедия,7.9,380
США,Пираты Карибского моря: Сундук мертвеца,2006,приключения,7.9,380
США,Пираты Карибского моря: Сундук мертвеца,2006,сказка,7.9,380
США,Письмо трем женам,1949,драма,7.9,344
США,Письмо трем женам,1949,мелодрама,7.9,344
США,Питер Пэн,1953,анимация,7.8,530
США,Питер Пэн,1953,мюзикл,7.8,530
США,Питер Пэн,1953,семейный,7.8,530
США,Питер Пэн,1953,сказка,7.8,530
США,Планета обезьян: Новое царство,2024,боевик,7.5,935
США,Планета обезьян: Новое царство,2024,фантастика,7.5,935
США,Пленницы,2013,драма,7.9,358
США,Пленницы,2013,криминал,7.9,358
США,Пленницы,2013,триллер,7.9,358
США,Плохие парни 2,2025,анимация,7.9,364
США,Плохие парни 2,2025,комедия,7.9,364
США,Плохие парни 2,2025,приключения,7.9,364
США,Плохие парни до конца,2024,боевик,7.7,583
США,Плохие парни до конца,2024,комедия,7.7,583
США,Плохие парни до конца,2024,приключения,7.7,583
США,По соображениям совести,2016,биография,8.3,126
США,По соображениям совести,2016,военный,8.3,126
США,По соображениям совести,2016,драма,8.3,126
США,Побег из Шоушенка,1994,драма,9.1,2
США,Побег из Шоушенка,1994,триллер,9.1,2
США,Повесть о Луи Пастере,1935,биография,7.5,967
США,Повесть о Луи Пастере,1935,драма,7.5,967
США,Подземелья и драконы: Честь среди воров,2023,фэнтези,7.7,555
США,Подмена,2008,мистика,7.6,749
США,Поезд на Юму,2007,вестерн,7.6,773
США,Поиск,2018,триллер,7.7,585
США,"Поймай меня, если сможешь",2002,комедия,8.3,92
США,Полночь в Париже,2011,комедия,7.5,958
США,Полночь в Париже,2011,мелодрама,7.5,958
США,Помни,2000,криминал,7.9,428
США,Помни,2000,мистика,7.9,428
США,Помни,2000,триллер,7.9,428
США,Помни меня,2010,драма,7.6,755
США,Помни меня,2010,мелодрама,7.6,755
США,Порок на экспорт,2007,драма,7.6,881
США,Порок на экспорт,2007,мистика,7.6,881
США,Порок на экспорт,2007,триллер,7.6,881
США,Портрет Дориана Грея,1945,драма,7.9,360
США,Портрет Дориана Грея,1945,ужасы,7.9,360
США,Портрет Дориана Грея,1945,фэнтези,7.9,360
США,Последний самурай,2003,боевик,8,286
США,Последний самурай,2003,военный,8,286
США,Последний самурай,2003,драма,8,286
США,Последний самурай,2003,приключения,8,286
США,Последняя дуэль,2021,драма,7.6,802
США,Потерянный горизонт,1937,драма,7.9,421
США,Потерянный горизонт,1937,криминал,7.9,421
США,Потерянный горизонт,1937,приключения,7.9,421
США,Потерянный горизонт,1937,фэнтези,7.9,421
США,Поцелуй смерти,1947,драма,7.7,561
США,Поцелуй смерти,1947,криминал,7.7,561
США,Поцелуй смерти,1947,нуар,7.7,561
США,Почтальон всегда звонит дважды,1946,драма,7.7,680
США,Почтальон всегда звонит дважды,1946,криминал,7.7,680
США,Почтальон всегда звонит дважды,1946,нуар,7.7,680
США,Почтальон всегда звонит дважды,1946,триллер,7.7,680
США,Правдивая ложь,1994,боевик,7.7,654
США,Правдивая ложь,1994,комедия,7.7,654
США,Правдивая ложь,1994,мелодрама,7.7,654
США,Правдивая ложь,1994,приключения,7.7,654
США,Правдивая ложь,1994,триллер,7.7,654
США,Предложение,2009,комедия,7.5,971
США,Предложение,2009,мелодрама,7.5,971
США,Престиж,2006,драма,8.4,83
США,Престиж,2006,сказка,8.4,83
США,Престиж,2006,триллер,8.4,83
США,Престиж,2006,фантастика,8.4,83
США,Претенденты,2023,драма,7.5,952
